Year,Month,Types of Cars,Brands,Car Model,Amount
2565,December,Sedan (Not more than 7 Pass),AUDI,A1 SB 35 TFSI S line,2
2565,December,Sedan (Not more than 7 Pass),AUDI,A4 AV 45 TFSI q S line BE,2
2565,December,Sedan (Not more than 7 Pass),AUDI,A5 CP 40 TFSI S line,10
2565,December,Sedan (Not more than 7 Pass),AUDI,A5 CP 45 TFSI q S line BE,4
2565,December,Sedan (Not more than 7 Pass),AUDI,A5 SB 40 TFSI S line,10
2565,December,Sedan (Not more than 7 Pass),AUDI,A5 SB 45 TFSI q S line BE,2
2565,December,Sedan (Not more than 7 Pass),AUDI,A6 40 TFSI S line,1
2565,December,Sedan (Not more than 7 Pass),AUDI,A7 SB 55 TFSI q S line,1
2565,December,Sedan (Not more than 7 Pass),AUDI,e-tron 55 q,2
2565,December,Sedan (Not more than 7 Pass),AUDI,e-tron GT quattro PF,2
2565,December,Sedan (Not more than 7 Pass),AUDI,Q2 35 TFSI,1
2565,December,Sedan (Not more than 7 Pass),AUDI,Q3 35 TFSI S line,2
2565,December,Sedan (Not more than 7 Pass),AUDI,Q3 40 TFSI q S line BE,7
2565,December,Sedan (Not more than 7 Pass),AUDI,Q3 SB 35 TFSI S line,2
2565,December,Sedan (Not more than 7 Pass),AUDI,Q3 SB 40 TFSI q S line BE,7
2565,December,Sedan (Not more than 7 Pass),AUDI,Q5 55 TFSI e q S line,5
2565,December,Sedan (Not more than 7 Pass),AUDI,Q5 SB 55 TFSIe q S lineBE,1
2565,December,Sedan (Not more than 7 Pass),AUDI,Q7 45 TFSI q S line,1
2565,December,Sedan (Not more than 7 Pass),AUDI,Q8 55 TFSI q S line,1
2565,December,Sedan (Not more than 7 Pass),AUDI,Q8 60 TFSI e q S line BE,1
2565,December,Sedan (Not more than 7 Pass),AUDI,RS 3 Sportback quattro,1
2565,December,Sedan (Not more than 7 Pass),AUDI,RS 4 AV q,2
2565,December,Sedan (Not more than 7 Pass),AUDI,RS 5 Coupe quattro,2
2565,December,Sedan (Not more than 7 Pass),AUDI,RS 6 Avant quattro,1
2565,December,Sedan (Not more than 7 Pass),AUDI,RS Q3 Sportback quattro,8
2565,December,Sedan (Not more than 7 Pass),AUDI,TT Coupe 45 TFSI q S line,16
2565,December,Sedan (Not more than 7 Pass),AUDI,TT RD 45 TFSI q S line,1
2565,December,Sedan (Not more than 7 Pass),AUDI,TT RS Coupe q,2
2565,December,Sedan (Not more than 7 Pass),BENTLEY,BENTAYGA,1
2565,December,Sedan (Not more than 7 Pass),BENTLEY,BENTAYGA HYBRID,1
2565,December,Sedan (Not more than 7 Pass),BENTLEY,BENTAYGA W12,1
2565,December,Sedan (Not more than 7 Pass),BENTLEY,CONTINENTAL GT COUPE V8,1
2565,December,Sedan (Not more than 7 Pass),BENTLEY,CONTINENTAL GT V8,1
2565,December,Sedan (Not more than 7 Pass),BENTLEY,FLYING SPUR HYBRID,1
2565,December,Sedan (Not more than 7 Pass),BENTLEY,ROYAL GRAND LIMOUSINE,1
2565,December,Sedan (Not more than 7 Pass),BMW,218i Gran Coupe RHD,2
2565,December,Sedan (Not more than 7 Pass),BMW,220i Gran Coupe M Sport,73
2565,December,Sedan (Not more than 7 Pass),BMW,220i Gran Coupe Sport,1
2565,December,Sedan (Not more than 7 Pass),BMW,320d GT Luxury,4
2565,December,Sedan (Not more than 7 Pass),BMW,320d GT Sport,1
2565,December,Sedan (Not more than 7 Pass),BMW,320d Limousine RHD,1
2565,December,Sedan (Not more than 7 Pass),BMW,320d M Sport,72
2565,December,Sedan (Not more than 7 Pass),BMW,320d Sport,2
2565,December,Sedan (Not more than 7 Pass),BMW,320Li Limousine RHD,4
2565,December,Sedan (Not more than 7 Pass),BMW,330e Limousine RHD,1
2565,December,Sedan (Not more than 7 Pass),BMW,330e M Sport,90
2565,December,Sedan (Not more than 7 Pass),BMW,330Li Limousine RHD,22
2565,December,Sedan (Not more than 7 Pass),BMW,430i Coupe RHD,4
2565,December,Sedan (Not more than 7 Pass),BMW,520d M Sport,68
2565,December,Sedan (Not more than 7 Pass),BMW,528i Luxury,1
2565,December,Sedan (Not more than 7 Pass),BMW,530e Elite,16
2565,December,Sedan (Not more than 7 Pass),BMW,530e Highline,2
2565,December,Sedan (Not more than 7 Pass),BMW,530e M Sport,48
2565,December,Sedan (Not more than 7 Pass),BMW,630i Gran Turismo RHD,11
2565,December,Sedan (Not more than 7 Pass),BMW,730Ld M Sport,7
2565,December,Sedan (Not more than 7 Pass),BMW,740Le xDrive Pure Excellence,1
2565,December,Sedan (Not more than 7 Pass),BMW,745Le xDrive M Sport,2
2565,December,Sedan (Not more than 7 Pass),BMW,i4 eDrive40 Gran Coupe RH,1
2565,December,Sedan (Not more than 7 Pass),BMW,i4 M50 Gran Coupe RHD,2
2565,December,Sedan (Not more than 7 Pass),BMW,iX3 M Sport RHD,13
2565,December,Sedan (Not more than 7 Pass),BMW,M2 CS Coupe RHD,1
2565,December,Sedan (Not more than 7 Pass),BMW,M340i xDrive,6
2565,December,Sedan (Not more than 7 Pass),BMW,M440i xDrive Coupe RHD,2
2565,December,Sedan (Not more than 7 Pass),BMW,M850i xDrive Coupe RHD,2
2565,December,Sedan (Not more than 7 Pass),BMW,X1 sDrive18d M Sport,1
2565,December,Sedan (Not more than 7 Pass),BMW,X1 sDrive18d xLine,5
2565,December,Sedan (Not more than 7 Pass),BMW,X1 sDrive18i,1
2565,December,Sedan (Not more than 7 Pass),BMW,X1 sDrive20d M Sport,62
2565,December,Sedan (Not more than 7 Pass),BMW,X1 sDrive20d xLine,82
2565,December,Sedan (Not more than 7 Pass),BMW,X3 xDrive20d M Sport,32
2565,December,Sedan (Not more than 7 Pass),BMW,X3 xDrive30e M Sport,25
2565,December,Sedan (Not more than 7 Pass),BMW,X3 xDrive30e xLine,2
2565,December,Sedan (Not more than 7 Pass),BMW,X4 xDrive20d RHD,29
2565,December,Sedan (Not more than 7 Pass),BMW,X5 xDrive30d M Sport,22
2565,December,Sedan (Not more than 7 Pass),BMW,X5 xDrive30d RHD,1
2565,December,Sedan (Not more than 7 Pass),BMW,X5 xDrive30d xLine,1
2565,December,Sedan (Not more than 7 Pass),BMW,X5 xDrive45e M Sport,24
2565,December,Sedan (Not more than 7 Pass),BMW,X6 xDrive40i M Sport,11
2565,December,Sedan (Not more than 7 Pass),BMW,X7 xDrive30d M Sport,2
2565,December,Sedan (Not more than 7 Pass),BMW,X7 xDrive40d M Sport,12
2565,December,Sedan (Not more than 7 Pass),BMW,Z4 M40i Roadster RHD,4
2565,December,Sedan (Not more than 7 Pass),BMW,Z4 sDrive30i RHD,8
2565,December,Sedan (Not more than 7 Pass),BYD,BYD ATTO 3,252
2565,December,Sedan (Not more than 7 Pass),CHEVROLET,CAPTIVA,2
2565,December,Sedan (Not more than 7 Pass),CHEVROLET,COLORADO C-CAB,2
2565,December,Sedan (Not more than 7 Pass),CHEVROLET,CORVETTE STINGRAY CONVERTIBLE,2
2565,December,Sedan (Not more than 7 Pass),CHEVROLET,TRAILBLAZER,3
2565,December,Sedan (Not more than 7 Pass),DAIHATSU,COPEN GR SPORT,1
2565,December,Sedan (Not more than 7 Pass),DAIHATSU,MOVE CANBUS G MAKEUP LIMITED,3
2565,December,Sedan (Not more than 7 Pass),FERRARI,488 GTB,1
2565,December,Sedan (Not more than 7 Pass),FERRARI,488 PISTA PILOTI,1
2565,December,Sedan (Not more than 7 Pass),FERRARI,F8 TRIBUTO,1
2565,December,Sedan (Not more than 7 Pass),FERRARI,SF90 STRADALE,1
2565,December,Sedan (Not more than 7 Pass),FOMM,FOMM ONE,1
2565,December,Sedan (Not more than 7 Pass),FORD,EVEREST,721
2565,December,Sedan (Not more than 7 Pass),FORD,FORD EVEREST zJAE9BC,1
2565,December,Sedan (Not more than 7 Pass),FORD,MUSTANG,5
2565,December,Sedan (Not more than 7 Pass),FORD,MUSTANG 2.3 ECOBOOST PREMIUM,2
2565,December,Sedan (Not more than 7 Pass),FORD,MUSTANG 2.3L ECOBOOST FASTBACK,2
2565,December,Sedan (Not more than 7 Pass),FORD,MUSTANG ECOBOOST PREMIUM,1
2565,December,Sedan (Not more than 7 Pass),FORD,MUSTANG MACH-E EXTENDED RANGE,1
2565,December,Sedan (Not more than 7 Pass),FORD,RANGER,1380
2565,December,Sedan (Not more than 7 Pass),FORD,RANGER RAPTOR,336
2565,December,Sedan (Not more than 7 Pass),HAVAL,H6 HEV PRO,19
2565,December,Sedan (Not more than 7 Pass),HAVAL,H6 HEV ULTRA,185
2565,December,Sedan (Not more than 7 Pass),HAVAL,H6 PLUG-IN HYBRID,20
2565,December,Sedan (Not more than 7 Pass),HAVAL,JOLION HYBRID,164
2565,December,Sedan (Not more than 7 Pass),HONDA,ACCORD,231
2565,December,Sedan (Not more than 7 Pass),HONDA,ACCORD HYBRID,7
2565,December,Sedan (Not more than 7 Pass),HONDA,BR-V,65
2565,December,Sedan (Not more than 7 Pass),HONDA,CITY,1212
2565,December,Sedan (Not more than 7 Pass),HONDA,CITY HATCHBACK,1151
2565,December,Sedan (Not more than 7 Pass),HONDA,CIVIC,823
2565,December,Sedan (Not more than 7 Pass),HONDA,CIVIC TYPE R,1
2565,December,Sedan (Not more than 7 Pass),HONDA,CR-V,100
2565,December,Sedan (Not more than 7 Pass),HONDA,E ADVANCE,1
2565,December,Sedan (Not more than 7 Pass),HONDA,HR-V,765
2565,December,Sedan (Not more than 7 Pass),HONDA,JAZZ,10
2565,December,Sedan (Not more than 7 Pass),HONDA,N BOX CUSTOM L TURBO,1
2565,December,Sedan (Not more than 7 Pass),HONDA,N-BOX G-EX TURBO,1
2565,December,Sedan (Not more than 7 Pass),HONDA,ODYSSEY ABSOLUTE EX HYBRID,1
2565,December,Sedan (Not more than 7 Pass),HONDA,ODYSSEY e-HEV ABSOLUTE EX,1
2565,December,Sedan (Not more than 7 Pass),HONDA,S660 MUGEN RA,1
2565,December,Sedan (Not more than 7 Pass),HONDA,STEP WGN e-HEV SPADA PREMIUM,2
2565,December,Sedan (Not more than 7 Pass),HONDA,STEP WGN E HEV SPADA G EX,2
2565,December,Sedan (Not more than 7 Pass),HONDA,STEP WGN SPADA HYBRID PREMIUM,1
2565,December,Sedan (Not more than 7 Pass),HONDA,STEP WGN SPADA PREMIUM LINE,1
2565,December,Sedan (Not more than 7 Pass),HONDA,STEPWAGON e:HEV SPADA,1
2565,December,Sedan (Not more than 7 Pass),HONDA,STEPWGN e:HEV AIR,1
2565,December,Sedan (Not more than 7 Pass),HONDA,STEPWGN e:HEV SPADA,2
2565,December,Sedan (Not more than 7 Pass),HONDA,STEPWGN e:HEV SPADA G EX,1
2565,December,Sedan (Not more than 7 Pass),HYUNDAI,COUNTY,1
2565,December,Sedan (Not more than 7 Pass),HYUNDAI,CRETA,28
2565,December,Sedan (Not more than 7 Pass),HYUNDAI,GRAND STAREX,1
2565,December,Sedan (Not more than 7 Pass),ISUZU,D-MAX,5413
2565,December,Sedan (Not more than 7 Pass),ISUZU,MU-X,1427
2565,December,Sedan (Not more than 7 Pass),JEEP,GLADIATOR RUBICON 4dr,1
2565,December,Sedan (Not more than 7 Pass),JEEP,WRANGLER RUBICON,1
2565,December,Sedan (Not more than 7 Pass),LAMBORGHINI,AVENTADOR ULTIMAE,2
2565,December,Sedan (Not more than 7 Pass),LAMBORGHINI,AVENTADOR ULTIMAE ROADSTER,1
2565,December,Sedan (Not more than 7 Pass),LAMBORGHINI,HURACAN EVO,1
2565,December,Sedan (Not more than 7 Pass),LAMBORGHINI,HURACAN EVO RWD SPYDER,1
2565,December,Sedan (Not more than 7 Pass),LAMBORGHINI,URUS,1
2565,December,Sedan (Not more than 7 Pass),LAND ROVER,DEFENDER 2.0L T/C AWD AUTO SE,1
2565,December,Sedan (Not more than 7 Pass),LAND ROVER,DEFENDER 2.0L T/C PETROL PHEV,1
2565,December,Sedan (Not more than 7 Pass),LAND ROVER,DISCOVERY SPORT 1.5L T/C,1
2565,December,Sedan (Not more than 7 Pass),LAND ROVER,RANGE ROVER 2.0L T/C PHEV,1
2565,December,Sedan (Not more than 7 Pass),LAND ROVER,RANGE ROVER EVOQUE 1.5LITRE,2
2565,December,Sedan (Not more than 7 Pass),LAND ROVER,RANGE ROVER SPORT 2.0L T/C,2
2565,December,Sedan (Not more than 7 Pass),LEXUS,ES300H,8
2565,December,Sedan (Not more than 7 Pass),LEXUS,IS300H,5
2565,December,Sedan (Not more than 7 Pass),LEXUS,LM300h,17
2565,December,Sedan (Not more than 7 Pass),LEXUS,LS500H,1
2565,December,Sedan (Not more than 7 Pass),LEXUS,NX350H,5
2565,December,Sedan (Not more than 7 Pass),LEXUS,NX450H+,3
2565,December,Sedan (Not more than 7 Pass),LEXUS,RX300,1
2565,December,Sedan (Not more than 7 Pass),LEXUS,UX250H,2
2565,December,Sedan (Not more than 7 Pass),MASERATI,LEVANTE DIESEL GRANSPORT,1
2565,December,Sedan (Not more than 7 Pass),MASERATI,LEVANTE GRANSPORT,1
2565,December,Sedan (Not more than 7 Pass),MASERATI,MC20 COUPE,1
2565,December,Sedan (Not more than 7 Pass),MASERATI,QUATTROPORTE DIESEL GRANL,1
2565,December,Sedan (Not more than 7 Pass),MAZDA,MAZDA 2,811
2565,December,Sedan (Not more than 7 Pass),MAZDA,MAZDA 3,118
2565,December,Sedan (Not more than 7 Pass),MAZDA,MAZDA BT-50,71
2565,December,Sedan (Not more than 7 Pass),MAZDA,MAZDA CX-3,219
2565,December,Sedan (Not more than 7 Pass),MAZDA,MAZDA CX-30,330
2565,December,Sedan (Not more than 7 Pass),MAZDA,MAZDA CX-5,60
2565,December,Sedan (Not more than 7 Pass),MAZDA,MAZDA CX-8,102
2565,December,Sedan (Not more than 7 Pass),MAZDA,MAZDA MX-5,1
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,A 200,61
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG C 43 4MATIC,2
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG C43 4MATIC Coupe,10
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG CLS 53 4MATIC,22
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG G 63,3
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG GLA 35 4MATIC,11
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG GLC 43 4MATIC Coupe,4
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG GLE 53 4MATIC+,5
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,C 200 Coupe,23
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,C 220 d,134
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,C 300 e,28
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,C 350 e,2
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,C250 COUPE,2
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,C300 Cabriolet,1
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,CLA 250 COUPE,1
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,CLA250,1
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,CLS 220 d,38
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,CLS 300 d,8
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 200 Coupe,7
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 200 SEDAN,1
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 220 d,32
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 300 e,80
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 350 e,10
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,G400 D,6
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLA 200,90
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLB 200,5
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 220 d,55
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 220 d 4MATIC Coupe,12
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 250 4MATIC Coupe,2
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 250 d 4MATIC,4
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 300 e 4MATIC,33
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 300 e 4MATIC Coupe,13
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLE 300 d 4MATIC,15
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLE 350 de 4MATIC,21
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLS 350 d 4MATIC,9
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,Maybach S 580 4MATIC,1
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,R35HP1CZAA04E2,1
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,S 350 d,6
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,S 500L MILD HYBRID,1
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,S 560 e,6
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,S 580 e,28
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,S500 LWB AMG LINE Premium,1
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,SPRINTER 388 SINGLE,1
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,V 250 d,2
2565,December,Sedan (Not more than 7 Pass),MERCEDES BENZ,,2
2565,December,Sedan (Not more than 7 Pass),MERCEDESBENZ-MAYBACH,S680 4 M,2
2565,December,Sedan (Not more than 7 Pass),MG,EP,223
2565,December,Sedan (Not more than 7 Pass),MG,HS,63
2565,December,Sedan (Not more than 7 Pass),MG,HS PHEV,97
2565,December,Sedan (Not more than 7 Pass),MG,MG EXTENDER,114
2565,December,Sedan (Not more than 7 Pass),MG,MG5,572
2565,December,Sedan (Not more than 7 Pass),MG,NEW MG3,8
2565,December,Sedan (Not more than 7 Pass),MG,VS HEV,110
2565,December,Sedan (Not more than 7 Pass),MG,ZS,245
2565,December,Sedan (Not more than 7 Pass),MG,ZS EV,330
2565,December,Sedan (Not more than 7 Pass),MINI,Cooper 5-Turer RHD,1
2565,December,Sedan (Not more than 7 Pass),MINI,Cooper Clubman RHD,5
2565,December,Sedan (Not more than 7 Pass),MINI,Cooper Hatch RHD,1
2565,December,Sedan (Not more than 7 Pass),MINI,Cooper S 5-Turer RHD,1
2565,December,Sedan (Not more than 7 Pass),MINI,Cooper S Cabrio RHD,1
2565,December,Sedan (Not more than 7 Pass),MINI,Cooper S Clubman RHD,1
2565,December,Sedan (Not more than 7 Pass),MINI,Cooper S Countryman RHD,49
2565,December,Sedan (Not more than 7 Pass),MINI,Cooper S Hatch RHD,10
2565,December,Sedan (Not more than 7 Pass),MINI,Cooper SE Hatch RHD,9
2565,December,Sedan (Not more than 7 Pass),MINI,John Cooper Works ALL4 Cl,2
2565,December,Sedan (Not more than 7 Pass),MINI,John Cooper Works cabrio,4
2565,December,Sedan (Not more than 7 Pass),MINI,John Cooper Works Hatch R,3
2565,December,Sedan (Not more than 7 Pass),MITSUBISHI,ATTRAGE,232
2565,December,Sedan (Not more than 7 Pass),MITSUBISHI,MIRAGE,209
2565,December,Sedan (Not more than 7 Pass),MITSUBISHI,OUTLANDER PHEV,17
2565,December,Sedan (Not more than 7 Pass),MITSUBISHI,PAJERO SPORT,364
2565,December,Sedan (Not more than 7 Pass),MITSUBISHI,TRITON,604
2565,December,Sedan (Not more than 7 Pass),MITSUBISHI,XPANDER,765
2565,December,Sedan (Not more than 7 Pass),MITSUBISHI,,1
2565,December,Sedan (Not more than 7 Pass),NETA,NETA V,49
2565,December,Sedan (Not more than 7 Pass),NISSAN,ALMERA,414
2565,December,Sedan (Not more than 7 Pass),NISSAN,BDTARGAC11MHA----2,1
2565,December,Sedan (Not more than 7 Pass),NISSAN,GT-R,1
2565,December,Sedan (Not more than 7 Pass),NISSAN,GT-R T-SPEC,1
2565,December,Sedan (Not more than 7 Pass),NISSAN,KICKS,298
2565,December,Sedan (Not more than 7 Pass),NISSAN,LEAF,13
2565,December,Sedan (Not more than 7 Pass),NISSAN,MARCH,22
2565,December,Sedan (Not more than 7 Pass),NISSAN,NAVARA,69
2565,December,Sedan (Not more than 7 Pass),NISSAN,NOTE,8
2565,December,Sedan (Not more than 7 Pass),NISSAN,SERENA HYBRID 2.0 HIGHWAY STAR,1
2565,December,Sedan (Not more than 7 Pass),NISSAN,TDWARFZE12EHA-----,1
2565,December,Sedan (Not more than 7 Pass),NISSAN,TERRA,63
2565,December,Sedan (Not more than 7 Pass),ORA,GOOD CAT,252
2565,December,Sedan (Not more than 7 Pass),PEUGEOT,2008 P24 BG,4
2565,December,Sedan (Not more than 7 Pass),PEUGEOT,3008 P84 BG,8
2565,December,Sedan (Not more than 7 Pass),PEUGEOT,5008 P87 AG,1
2565,December,Sedan (Not more than 7 Pass),PEUGEOT,5008 P87 BG,2
2565,December,Sedan (Not more than 7 Pass),PORSCHE,718 BOXSTER,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,718 BOXSTER T,2
2565,December,Sedan (Not more than 7 Pass),PORSCHE,718 CAYMAN,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,911 CARRERA,2
2565,December,Sedan (Not more than 7 Pass),PORSCHE,911 CARRERA 4S,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,911 CARRERA S,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,911 CARRERA S COUPE PDK,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,911 GT3,2
2565,December,Sedan (Not more than 7 Pass),PORSCHE,911 TARGA 4,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,911 TARGA 4 GTS,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,CAYENNE E-HYBRID,8
2565,December,Sedan (Not more than 7 Pass),PORSCHE,CAYENNE E-HYBRID COUPE,19
2565,December,Sedan (Not more than 7 Pass),PORSCHE,CAYENNE E-HYBRID COUPE P.,3
2565,December,Sedan (Not more than 7 Pass),PORSCHE,CAYENNE E-HYBRID P.E.,5
2565,December,Sedan (Not more than 7 Pass),PORSCHE,CAYENNE E-HYBRID PLATINUM,2
2565,December,Sedan (Not more than 7 Pass),PORSCHE,CAYENNE TURBO GT,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,MACAN,10
2565,December,Sedan (Not more than 7 Pass),PORSCHE,MACAN 2.0,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,MACAN 2.0 PDK,4
2565,December,Sedan (Not more than 7 Pass),PORSCHE,MACAN S,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4 E-HYBRID,8
2565,December,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4 E-HYBRID EXEC.,2
2565,December,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4 E-HYBRID P.E.,2
2565,December,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4 E-HYBRID PLATINUM,2
2565,December,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4 E-HYBRID S.T.,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,TAYCAN,10
2565,December,Sedan (Not more than 7 Pass),PORSCHE,TAYCAN 4S,4
2565,December,Sedan (Not more than 7 Pass),PORSCHE,TAYCAN TURBO,1
2565,December,Sedan (Not more than 7 Pass),PORSCHE,TAYCAN TURBO S,2
2565,December,Sedan (Not more than 7 Pass),SUBARU,FORESTER 2.0i-S,2
2565,December,Sedan (Not more than 7 Pass),SUBARU,FORESTER 2.0i-S ES,97
2565,December,Sedan (Not more than 7 Pass),SUBARU,WRX 4D 2.4 AWD 6MT,1
2565,December,Sedan (Not more than 7 Pass),SUBARU,WRX 4D 2.4 EyeSight AWD CVT,1
2565,December,Sedan (Not more than 7 Pass),SUBARU,XV 2.0i-P,1
2565,December,Sedan (Not more than 7 Pass),SUBARU,XV 2.0i-P ES,23
2565,December,Sedan (Not more than 7 Pass),SUZUKI,CARRY 1.5L MT,1
2565,December,Sedan (Not more than 7 Pass),SUZUKI,CELERIO GA 1.0L,42
2565,December,Sedan (Not more than 7 Pass),SUZUKI,CELERIO GL 1.0L,114
2565,December,Sedan (Not more than 7 Pass),SUZUKI,CELERIO GX 1.0L,46
2565,December,Sedan (Not more than 7 Pass),SUZUKI,CIAZ GL CVT,49
2565,December,Sedan (Not more than 7 Pass),SUZUKI,CIAZ GL MT,7
2565,December,Sedan (Not more than 7 Pass),SUZUKI,CIAZ GLX CVT,3
2565,December,Sedan (Not more than 7 Pass),SUZUKI,CIAZ RS CVT,3
2565,December,Sedan (Not more than 7 Pass),SUZUKI,ERTIGA GL 1.5L,8
2565,December,Sedan (Not more than 7 Pass),SUZUKI,ERTIGA GX 1.5L,17
2565,December,Sedan (Not more than 7 Pass),SUZUKI,JIMNY 1.5L 4AT,4
2565,December,Sedan (Not more than 7 Pass),SUZUKI,JIMNY SIERRA JC,2
2565,December,Sedan (Not more than 7 Pass),SUZUKI,SWIFT GL 1.2L CVT,93
2565,December,Sedan (Not more than 7 Pass),SUZUKI,SWIFT GL PLUS 1.2L CVT,197
2565,December,Sedan (Not more than 7 Pass),SUZUKI,SWIFT GLX 1.2L CVT,120
2565,December,Sedan (Not more than 7 Pass),SUZUKI,XL7 1.5L,96
2565,December,Sedan (Not more than 7 Pass),TATA,XENON,1
2565,December,Sedan (Not more than 7 Pass),TESLA,Model Y Rear-Wheel Drive,3
2565,December,Sedan (Not more than 7 Pass),TESLA,MODEL 3 LONG RANGE,4
2565,December,Sedan (Not more than 7 Pass),TESLA,MODEL 3 PERFORMANCE,3
2565,December,Sedan (Not more than 7 Pass),TESLA,MODEL Y LONG RANGE,21
2565,December,Sedan (Not more than 7 Pass),TESLA,MODEL Y PERFORMANCE,3
2565,December,Sedan (Not more than 7 Pass),TOYOTA,1.8E,1
2565,December,Sedan (Not more than 7 Pass),TOYOTA,1.8V Navi,1
2565,December,Sedan (Not more than 7 Pass),TOYOTA,2.5 HV CD,1
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD,19
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID EXECUTIVE,1
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID G F,1
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,9
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID S E-FOUR,2
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SR C,2
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,13
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID X,1
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,2
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 SC PACKAGE,55
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5L S TYPE GOLD III,1
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5L SC PACKAGE,10
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD GF HYBRID 2.5L,2
2565,December,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF 2.5L,3
