Year,Month,Types of Cars,Brands,Car Model,Amount
2565,April,Sedan (Not more than 7 Pass),BMW,745Le xDrive M Sport,7
2565,April,Sedan (Not more than 7 Pass),BMW,ALPINA D3 S TOURING,2
2565,April,Sedan (Not more than 7 Pass),BMW,iX3 M Sport RHD,17
2565,April,Sedan (Not more than 7 Pass),BMW,M340i xDrive,4
2565,April,Sedan (Not more than 7 Pass),BMW,M4 Coupe RHD,1
2565,April,Sedan (Not more than 7 Pass),BMW,M4 GTS Coupe RHD,1
2565,April,Sedan (Not more than 7 Pass),BMW,M5 Limousine RHD,1
2565,April,Sedan (Not more than 7 Pass),BMW,X1 sDrive18d xLine,2
2565,April,Sedan (Not more than 7 Pass),BMW,X1 sDrive18i,5
2565,April,Sedan (Not more than 7 Pass),BMW,X1 sDrive20d M Sport,98
2565,April,Sedan (Not more than 7 Pass),BMW,X1 sDrive20d xLine,68
2565,April,Sedan (Not more than 7 Pass),BMW,X3 xDrive20d M Sport,53
2565,April,Sedan (Not more than 7 Pass),BMW,X3 xDrive20d RHD,1
2565,April,Sedan (Not more than 7 Pass),BMW,X3 xDrive20d xLine,3
2565,April,Sedan (Not more than 7 Pass),BMW,X3 xDrive30e M Sport,34
2565,April,Sedan (Not more than 7 Pass),BMW,X3 xDrive30e xLine,9
2565,April,Sedan (Not more than 7 Pass),BMW,X4 xDrive20d M Sport,1
2565,April,Sedan (Not more than 7 Pass),BMW,X4 xDrive20d RHD,20
2565,April,Sedan (Not more than 7 Pass),BMW,X5 sDrive25d Pure Experie,1
2565,April,Sedan (Not more than 7 Pass),BMW,X5 xDrive30d M Sport,20
2565,April,Sedan (Not more than 7 Pass),BMW,X5 xDrive30d RHD,1
2565,April,Sedan (Not more than 7 Pass),BMW,X5 xDrive30d xLine,1
2565,April,Sedan (Not more than 7 Pass),BMW,X5 xDrive45e M Sport,30
2565,April,Sedan (Not more than 7 Pass),BMW,X7 xDrive30d M Sport,12
2565,April,Sedan (Not more than 7 Pass),BMW,X7 xDrive40d M Sport,3
2565,April,Sedan (Not more than 7 Pass),BMW,Z4 M40i Roadster RHD,2
2565,April,Sedan (Not more than 7 Pass),BMW,Z4 sDrive30i RHD,5
2565,April,Sedan (Not more than 7 Pass),BYD,E6,1
2565,April,Sedan (Not more than 7 Pass),BYD,M3,3
2565,April,Sedan (Not more than 7 Pass),CHEVROLET,CAPTIVA,3
2565,April,Sedan (Not more than 7 Pass),CHEVROLET,CORVETTE RHD COUPE 3LT,1
2565,April,Sedan (Not more than 7 Pass),CHEVROLET,CRUZE,1
2565,April,Sedan (Not more than 7 Pass),DAIHATSU,TAFT G TURBO,1
2565,April,Sedan (Not more than 7 Pass),DFSK,GLORY 580 I-AUTO,3
2565,April,Sedan (Not more than 7 Pass),FERRARI,488 GTB,1
2565,April,Sedan (Not more than 7 Pass),FERRARI,488 PISTA,1
2565,April,Sedan (Not more than 7 Pass),FERRARI,F8 SPIDER,1
2565,April,Sedan (Not more than 7 Pass),FERRARI,F8 TRIBUTO,2
2565,April,Sedan (Not more than 7 Pass),FOMM,FOMM ONE,1
2565,April,Sedan (Not more than 7 Pass),FORD,EVEREST,449
2565,April,Sedan (Not more than 7 Pass),FORD,Ford Focus,1
2565,April,Sedan (Not more than 7 Pass),FORD,FORD EVEREST zFAE9GD,1
2565,April,Sedan (Not more than 7 Pass),FORD,FORD RANGER,1
2565,April,Sedan (Not more than 7 Pass),FORD,FORD RANGER iFBW9B4,1
2565,April,Sedan (Not more than 7 Pass),FORD,FORD RANGER iJBT9AR,2
2565,April,Sedan (Not more than 7 Pass),FORD,FORD RANGER iJBW9B4,1
2565,April,Sedan (Not more than 7 Pass),FORD,MUSTANG,4
2565,April,Sedan (Not more than 7 Pass),FORD,MUSTANG 2.3 ECOBOOST FASTBACK,1
2565,April,Sedan (Not more than 7 Pass),FORD,MUSTANG 2.3 ECOBOOST PREMIUM,2
2565,April,Sedan (Not more than 7 Pass),FORD,MUSTANG 2.3L ECOBOOST FASTBACK,2
2565,April,Sedan (Not more than 7 Pass),FORD,MUSTANG 5.0 GT FASTBACK,1
2565,April,Sedan (Not more than 7 Pass),FORD,MUSTANG 5.0L V8 GT,1
2565,April,Sedan (Not more than 7 Pass),FORD,MUSTANG ECOBOOST,1
2565,April,Sedan (Not more than 7 Pass),FORD,MUSTANG ECOBOOST PREMIUM,2
2565,April,Sedan (Not more than 7 Pass),FORD,MUSTANG MACH-E AWD,1
2565,April,Sedan (Not more than 7 Pass),FORD,RANGER,1429
2565,April,Sedan (Not more than 7 Pass),FORD,RANGER RAPTOR,77
2565,April,Sedan (Not more than 7 Pass),FORD,Territory,1
2565,April,Sedan (Not more than 7 Pass),FOTON,TUNLAND DC 4X2 S,4
2565,April,Sedan (Not more than 7 Pass),HAVAL,H6 HEV PRO,84
2565,April,Sedan (Not more than 7 Pass),HAVAL,H6 HEV ULTRA,276
2565,April,Sedan (Not more than 7 Pass),HAVAL,JOLION HYBRID,246
2565,April,Sedan (Not more than 7 Pass),HONDA,ACCORD,352
2565,April,Sedan (Not more than 7 Pass),HONDA,ACCORD HYBRID,24
2565,April,Sedan (Not more than 7 Pass),HONDA,BR-V,78
2565,April,Sedan (Not more than 7 Pass),HONDA,BRIO,1
2565,April,Sedan (Not more than 7 Pass),HONDA,BRIO AMAZE,1
2565,April,Sedan (Not more than 7 Pass),HONDA,CITY,2251
2565,April,Sedan (Not more than 7 Pass),HONDA,CITY HATCHBACK,1873
2565,April,Sedan (Not more than 7 Pass),HONDA,CIVIC,1424
2565,April,Sedan (Not more than 7 Pass),HONDA,CR-V,228
2565,April,Sedan (Not more than 7 Pass),HONDA,E ADVANCE,1
2565,April,Sedan (Not more than 7 Pass),HONDA,HR-V,1267
2565,April,Sedan (Not more than 7 Pass),HONDA,JAZZ,372
2565,April,Sedan (Not more than 7 Pass),HONDA,JAZZ'15,1
2565,April,Sedan (Not more than 7 Pass),HONDA,MOBILIO,9
2565,April,Sedan (Not more than 7 Pass),HONDA,N BOX CUSTOM L TURBO,2
2565,April,Sedan (Not more than 7 Pass),HONDA,N BOX L TURBO,1
2565,April,Sedan (Not more than 7 Pass),HONDA,NSX HYBRID,1
2565,April,Sedan (Not more than 7 Pass),HONDA,ODYSSEY e-HEV ABSOLUTE EX,3
2565,April,Sedan (Not more than 7 Pass),HONDA,S660,1
2565,April,Sedan (Not more than 7 Pass),HONDA,S660 ALPHA,1
2565,April,Sedan (Not more than 7 Pass),HONDA,S660 MODULO X SPECIAL VER.Z,1
2565,April,Sedan (Not more than 7 Pass),HONDA,S660 SPOON 6MT,1
2565,April,Sedan (Not more than 7 Pass),HONDA,STEP WGN e-HEV SPADA G EX,1
2565,April,Sedan (Not more than 7 Pass),HONDA,STEP WGN E HEV SPADA G EX,1
2565,April,Sedan (Not more than 7 Pass),HONDA,STEPWAGON SPADA HYBRID eHEV G,3
2565,April,Sedan (Not more than 7 Pass),HYUNDAI,CRETA,2
2565,April,Sedan (Not more than 7 Pass),HYUNDAI,GRAND STAREX,2
2565,April,Sedan (Not more than 7 Pass),ISUZU,D-MAX,8004
2565,April,Sedan (Not more than 7 Pass),ISUZU,MU-X,1606
2565,April,Sedan (Not more than 7 Pass),ISUZU,,1
2565,April,Sedan (Not more than 7 Pass),JEEP,CHEROKEE 2.0,1
2565,April,Sedan (Not more than 7 Pass),JEEP,WRANGLER 80TH ANNIVERSARY,1
2565,April,Sedan (Not more than 7 Pass),JEEP,WRANGLER RUBICON,3
2565,April,Sedan (Not more than 7 Pass),JEEP,WRANGLER RUBICON 4dr 2.0,1
2565,April,Sedan (Not more than 7 Pass),JEEP,WRANGLER SAHARA,1
2565,April,Sedan (Not more than 7 Pass),LAMBORGHINI,HURACAN EVO RWD,1
2565,April,Sedan (Not more than 7 Pass),LAMBORGHINI,HURACAN STO,1
2565,April,Sedan (Not more than 7 Pass),LAND ROVER,DEFENDER 110 DOUBLE CAB PICKUP,1
2565,April,Sedan (Not more than 7 Pass),LAND ROVER,DEFENDER 2.0L T/C PETROL PHEV,1
2565,April,Sedan (Not more than 7 Pass),LAND ROVER,RANGE ROVER SPORT 2.0L,1
2565,April,Sedan (Not more than 7 Pass),LAND ROVER,RANGE ROVER SPORT 2.0L T/C,1
2565,April,Sedan (Not more than 7 Pass),LAND ROVER,RANGEROVER EVOQUE1.5LITRE T/C,1
2565,April,Sedan (Not more than 7 Pass),LEXUS,ES300H,4
2565,April,Sedan (Not more than 7 Pass),LEXUS,IS300H,9
2565,April,Sedan (Not more than 7 Pass),LEXUS,LM300h,17
2565,April,Sedan (Not more than 7 Pass),LEXUS,NX300h,1
2565,April,Sedan (Not more than 7 Pass),LEXUS,NX350H,2
2565,April,Sedan (Not more than 7 Pass),LEXUS,NX450H+,3
2565,April,Sedan (Not more than 7 Pass),LEXUS,RX300,4
2565,April,Sedan (Not more than 7 Pass),LEXUS,RX350,1
2565,April,Sedan (Not more than 7 Pass),LEXUS,UX250H,2
2565,April,Sedan (Not more than 7 Pass),LEXUS,UX300E,1
2565,April,Sedan (Not more than 7 Pass),MASERATI,GHIBLI MILD HYBRID GRANLUSSO,1
2565,April,Sedan (Not more than 7 Pass),MASERATI,LEVANTE DIESEL GRANLUSSO,1
2565,April,Sedan (Not more than 7 Pass),MASERATI,LEVANTE DIESEL MY 20,1
2565,April,Sedan (Not more than 7 Pass),MAZDA,MAZDA 2,1460
2565,April,Sedan (Not more than 7 Pass),MAZDA,MAZDA 3,124
2565,April,Sedan (Not more than 7 Pass),MAZDA,MAZDA BT-50,35
2565,April,Sedan (Not more than 7 Pass),MAZDA,MAZDA CX-3,520
2565,April,Sedan (Not more than 7 Pass),MAZDA,MAZDA CX-30,629
2565,April,Sedan (Not more than 7 Pass),MAZDA,MAZDA CX-5,96
2565,April,Sedan (Not more than 7 Pass),MAZDA,MAZDA CX-8,130
2565,April,Sedan (Not more than 7 Pass),MCLAREN,720S COUPE,1
2565,April,Sedan (Not more than 7 Pass),MCLAREN,765L T COUPE,1
2565,April,Sedan (Not more than 7 Pass),MCLAREN,GT,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,A 200,79
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG C 43 4MATIC,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG C43 4MATIC Coupe,19
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG CLA 35 4MATIC Coupe,2
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG CLS 53 4MATIC,20
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG E 53 4MATIC+,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG E 53 4MATIC+ Coupe,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG G 63,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG GLA 35 4MATIC,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG GLC 43 4MATIC Coupe,10
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,AMG GLE 53 4MATIC+,4
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,C 200 Coupe,21
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,C 220 d,110
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,C 300 e,69
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,C 350 e,3
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,CLA250,2
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,CLS 220 d,22
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,CLS 300 d,19
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,CLS 300 d Coupe,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 200 Coupe,13
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 200 SEDAN,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 220 d,58
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 300 BLUETEC HYBRID,2
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 300 Cabriolet,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 300 e,103
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,E 350 e,10
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,E300 Coupe,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,G400 D,4
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLA 200,126
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLA 250,3
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLB 200,9
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 220 d,71
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 220 d 4MATIC,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 220 d 4MATIC Coupe,37
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 250 4MATIC Coupe,2
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 250 d 4MATIC,6
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 300 e 4MATIC,53
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLC 300 e 4MATIC Coupe,21
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLE 300 d 4MATIC,18
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLE 350 de 4MATIC,9
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,GLS 350 d 4MATIC,9
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,R35HP1CZAA04E2,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,S 350 d,3
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,S 500 e,2
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,S 500L MILD HYBRID,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,S 560 e,8
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,S 580 e,5
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,SPRINTER 319 CDI VAN,1
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,V 250 d,15
2565,April,Sedan (Not more than 7 Pass),MERCEDES BENZ,,4
2565,April,Sedan (Not more than 7 Pass),MG,EP,22
2565,April,Sedan (Not more than 7 Pass),MG,HS,227
2565,April,Sedan (Not more than 7 Pass),MG,HS PHEV,83
2565,April,Sedan (Not more than 7 Pass),MG,MG EXTENDER,160
2565,April,Sedan (Not more than 7 Pass),MG,MG5,907
2565,April,Sedan (Not more than 7 Pass),MG,NEW MG3,69
2565,April,Sedan (Not more than 7 Pass),MG,ZS,741
2565,April,Sedan (Not more than 7 Pass),MG,ZS EV,11
2565,April,Sedan (Not more than 7 Pass),MINI,Cooper D 5-Turer RHD,1
2565,April,Sedan (Not more than 7 Pass),MINI,Cooper D RHD,1
2565,April,Sedan (Not more than 7 Pass),MINI,Cooper Hatch RHD,1
2565,April,Sedan (Not more than 7 Pass),MINI,Cooper S 5-Turer RHD,2
2565,April,Sedan (Not more than 7 Pass),MINI,Cooper S Cabrio RHD,1
2565,April,Sedan (Not more than 7 Pass),MINI,Cooper S Clubman RHD,3
2565,April,Sedan (Not more than 7 Pass),MINI,Cooper S Countryman RHD,53
2565,April,Sedan (Not more than 7 Pass),MINI,Cooper S Hatch RHD,7
2565,April,Sedan (Not more than 7 Pass),MINI,Cooper S RHD,1
2565,April,Sedan (Not more than 7 Pass),MINI,Cooper SE Hatch RHD,16
2565,April,Sedan (Not more than 7 Pass),MINI,John Cooper Works All4 RH,2
2565,April,Sedan (Not more than 7 Pass),MINI,John Cooper Works cabrio,2
2565,April,Sedan (Not more than 7 Pass),MINI,John Cooper Works Hatch R,7
2565,April,Sedan (Not more than 7 Pass),MINI,JOHN COOPER WORKS GP,2
2565,April,Sedan (Not more than 7 Pass),MINI,JOHN COOPER WORKS HATCH,1
2565,April,Sedan (Not more than 7 Pass),MITSUBISHI,ATTRAGE,365
2565,April,Sedan (Not more than 7 Pass),MITSUBISHI,KA4TXJNHZPRU,1
2565,April,Sedan (Not more than 7 Pass),MITSUBISHI,MIRAGE,305
2565,April,Sedan (Not more than 7 Pass),MITSUBISHI,OUTLANDER PHEV,14
2565,April,Sedan (Not more than 7 Pass),MITSUBISHI,PAJERO SPORT,625
2565,April,Sedan (Not more than 7 Pass),MITSUBISHI,TRITON,732
2565,April,Sedan (Not more than 7 Pass),MITSUBISHI,XPANDER,785
2565,April,Sedan (Not more than 7 Pass),MITSUBISHI,,52
2565,April,Sedan (Not more than 7 Pass),NISSAN,ALMERA,941
2565,April,Sedan (Not more than 7 Pass),NISSAN,FDTARUZF15EHA2---1,1
2565,April,Sedan (Not more than 7 Pass),NISSAN,FDWURTZK13EH5--BA-,1
2565,April,Sedan (Not more than 7 Pass),NISSAN,FDWURTZK13EH5A----,1
2565,April,Sedan (Not more than 7 Pass),NISSAN,GT-R,2
2565,April,Sedan (Not more than 7 Pass),NISSAN,KICKS,193
2565,April,Sedan (Not more than 7 Pass),NISSAN,LEAF,2
2565,April,Sedan (Not more than 7 Pass),NISSAN,MARCH,121
2565,April,Sedan (Not more than 7 Pass),NISSAN,NAVARA,165
2565,April,Sedan (Not more than 7 Pass),NISSAN,NOTE,131
2565,April,Sedan (Not more than 7 Pass),NISSAN,SKYLINE GT-R V SPEC II NUR,1
2565,April,Sedan (Not more than 7 Pass),NISSAN,SYLPHY,1
2565,April,Sedan (Not more than 7 Pass),NISSAN,SYLPHY 1.6 E CVT,1
2565,April,Sedan (Not more than 7 Pass),NISSAN,TEANA,1
2565,April,Sedan (Not more than 7 Pass),NISSAN,TERRA,108
2565,April,Sedan (Not more than 7 Pass),NISSAN,X-TRAIL,4
2565,April,Sedan (Not more than 7 Pass),ORA,GOOD CAT,157
2565,April,Sedan (Not more than 7 Pass),PEUGEOT,2008 P24 BG,9
2565,April,Sedan (Not more than 7 Pass),PEUGEOT,3008 P84 AG,5
2565,April,Sedan (Not more than 7 Pass),PEUGEOT,3008 P84 BG,25
2565,April,Sedan (Not more than 7 Pass),PEUGEOT,5008 P87 BG,8
2565,April,Sedan (Not more than 7 Pass),PORSCHE,718 BOXSTER,3
2565,April,Sedan (Not more than 7 Pass),PORSCHE,718 BOXSTER T,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,718 CAYMAN,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,718 CAYMAN T,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,718 SPYDER MANTHEY RACING,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,911 CARRERA,2
2565,April,Sedan (Not more than 7 Pass),PORSCHE,911 CARRERA GTS COUPE PDK,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,911 CARRERA S,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,911 CARRERA S CABRIOLET,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,911 CARRERA S COUPE PDK,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,911 GT2 RS,2
2565,April,Sedan (Not more than 7 Pass),PORSCHE,911 GT3,2
2565,April,Sedan (Not more than 7 Pass),PORSCHE,911 TARGA 4S,3
2565,April,Sedan (Not more than 7 Pass),PORSCHE,911 TURBO S,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,CAYENNE E-HYBRID,23
2565,April,Sedan (Not more than 7 Pass),PORSCHE,CAYENNE E-HYBRID COUPE,47
2565,April,Sedan (Not more than 7 Pass),PORSCHE,MACAN,9
2565,April,Sedan (Not more than 7 Pass),PORSCHE,MACAN 2.0,2
2565,April,Sedan (Not more than 7 Pass),PORSCHE,MACAN 2.0 PDK,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,MACAN S,2
2565,April,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4 E-HYBRID,16
2565,April,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4 E-HYBRID 10YR,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4 E-HYBRID EXEC.,4
2565,April,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4 E-HYBRID EXECUTIVE,2
2565,April,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4 E-HYBRID S.T.,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,PANAMERA 4S E-HYBRID,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,TAYCAN,3
2565,April,Sedan (Not more than 7 Pass),PORSCHE,TAYCAN 4 CROSS TURISMO,3
2565,April,Sedan (Not more than 7 Pass),PORSCHE,TAYCAN 4S,10
2565,April,Sedan (Not more than 7 Pass),PORSCHE,TAYCAN 4S CROSS TURISMO,2
2565,April,Sedan (Not more than 7 Pass),PORSCHE,TAYCAN TURBO,1
2565,April,Sedan (Not more than 7 Pass),PORSCHE,TAYCAN TURBO S,1
2565,April,Sedan (Not more than 7 Pass),ROLLS-ROYCE,CULLINAN BLACK BADGE,1
2565,April,Sedan (Not more than 7 Pass),ROLLS-ROYCE,Ghost Extended Wheelbase,1
2565,April,Sedan (Not more than 7 Pass),ROLLS-ROYCE,GHOST EWB,1
2565,April,Sedan (Not more than 7 Pass),SUBARU,BRZ 2.0 RWD 6AT,1
2565,April,Sedan (Not more than 7 Pass),SUBARU,FORESTER 2.0i-S,8
2565,April,Sedan (Not more than 7 Pass),SUBARU,FORESTER 2.0i-S ES,109
2565,April,Sedan (Not more than 7 Pass),SUBARU,LEVORG 1.6GT-S AWD CVT,1
2565,April,Sedan (Not more than 7 Pass),SUBARU,OUTBACK 2.5i-T EyeSight,5
2565,April,Sedan (Not more than 7 Pass),SUBARU,WRX STI + W2.5 AWD 6MT,1
2565,April,Sedan (Not more than 7 Pass),SUBARU,XV 2.0i-P,14
2565,April,Sedan (Not more than 7 Pass),SUZUKI,CELERIO GA 1.0L,87
2565,April,Sedan (Not more than 7 Pass),SUZUKI,CELERIO GL 1.0L,211
2565,April,Sedan (Not more than 7 Pass),SUZUKI,CELERIO GX 1.0L,84
2565,April,Sedan (Not more than 7 Pass),SUZUKI,CIAZ GA MT,1
2565,April,Sedan (Not more than 7 Pass),SUZUKI,CIAZ GL CVT,144
2565,April,Sedan (Not more than 7 Pass),SUZUKI,CIAZ GL MT,7
2565,April,Sedan (Not more than 7 Pass),SUZUKI,CIAZ GLX CVT,3
2565,April,Sedan (Not more than 7 Pass),SUZUKI,CIAZ RS CVT,7
2565,April,Sedan (Not more than 7 Pass),SUZUKI,ERTIGA GL 1.4L,1
2565,April,Sedan (Not more than 7 Pass),SUZUKI,ERTIGA GL 1.5L,7
2565,April,Sedan (Not more than 7 Pass),SUZUKI,ERTIGA GX 1.5L,47
2565,April,Sedan (Not more than 7 Pass),SUZUKI,HUSTLER HYBRID X TURBO,1
2565,April,Sedan (Not more than 7 Pass),SUZUKI,JIMNY 1.5L 4AT,7
2565,April,Sedan (Not more than 7 Pass),SUZUKI,JIMNY XC,1
2565,April,Sedan (Not more than 7 Pass),SUZUKI,SPACIA GEAR HYBRID XZ TURBO,1
2565,April,Sedan (Not more than 7 Pass),SUZUKI,SWIFT GL 1.2L CVT,316
2565,April,Sedan (Not more than 7 Pass),SUZUKI,SWIFT GL MAX EDITION,2
2565,April,Sedan (Not more than 7 Pass),SUZUKI,SWIFT GL PLUS 1.2L CVT,173
2565,April,Sedan (Not more than 7 Pass),SUZUKI,SWIFT GL SPORTS EDITION,4
2565,April,Sedan (Not more than 7 Pass),SUZUKI,SWIFT GLX 1.2L CVT,314
2565,April,Sedan (Not more than 7 Pass),SUZUKI,SWIFT GLX-Navi 1.2L CVT,4
2565,April,Sedan (Not more than 7 Pass),SUZUKI,XL7 1.5L,244
2565,April,Sedan (Not more than 7 Pass),SUZUKI,,1
2565,April,Sedan (Not more than 7 Pass),TESLA,Model Y Rear-Wheel Drive,2
2565,April,Sedan (Not more than 7 Pass),TESLA,MODEL 3 LONG RANGE,6
2565,April,Sedan (Not more than 7 Pass),TESLA,MODEL 3 LONG RANGE PLUS,4
2565,April,Sedan (Not more than 7 Pass),TESLA,MODEL 3 PERFORMANCE,3
2565,April,Sedan (Not more than 7 Pass),TESLA,MODEL 3 STANDARD PLUS,4
2565,April,Sedan (Not more than 7 Pass),TESLA,MODEL 3 STANDARD PLUS RWD,1
2565,April,Sedan (Not more than 7 Pass),TESLA,MODEL 3 STANDARD RANGE PLUS,1
2565,April,Sedan (Not more than 7 Pass),TESLA,MODEL Y LONG RANGE,10
2565,April,Sedan (Not more than 7 Pass),TESLA,MODEL Y LONG RANGE DUAL MOTOR,1
2565,April,Sedan (Not more than 7 Pass),TESLA,MODEL Y STANDARD RANGE,3
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD,15
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID G F,1
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID G F PACKAGE,4
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID S,1
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID S E-FOUR,10
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID S TYPE GOLD,2
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SR C,1
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SR C PACKAG,3
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID SRC PACKAGE,8
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID X,1
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 HYBRID X E-FOUR,14
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5 SC PACKAGE,50
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5L S WELCAB,1
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5L SC PACKAGE,6
2565,April,Sedan (Not more than 7 Pass),TOYOTA,"ALPHARD 2.5S ""TYPE GOLD II""",1
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 2.5X SIDE LIFT UP SEAT,1
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD 3.5 VIP,2
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD GRADE HV X HYBRID,1
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID 2.5 SR C,1
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF 2.5L,3
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID GF PACKAGE,6
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID S,2
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID S 2.5L,2
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID S TYPE GOLD,3
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC,1
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC 2.5L,8
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID SRC PACKAGE,16
2565,April,Sedan (Not more than 7 Pass),TOYOTA,ALPHARD HYBRID X,7
